t_s,frametime_ms,fps
4.7455,19.6,51.021
4.7651,18.809,53.165
4.7839,19.842,50.399
4.8037,19.47,51.361
4.8232,19.76,50.606
4.8429,18.827,53.117
4.8618,18.169,55.04
4.8799,19.266,51.906
4.8992,20.21,49.48
4.9194,20.13,49.678
4.9395,19.931,50.174
4.9595,18.242,54.818
4.9777,18.385,54.393
4.9961,20.413,48.988
5.0165,19.248,51.955
5.0358,19.396,51.556
5.0551,18.524,53.983
5.0737,19.473,51.353
5.0931,19.719,50.712
5.1129,19.458,51.393
5.1323,20.517,48.741
5.1528,19.4,51.546
5.1722,18.027,55.471
5.1903,17.838,56.059
5.2081,20.339,49.167
5.2284,18.882,52.962
5.2473,21.224,47.117
5.2685,19.703,50.753
5.2883,18.692,53.5
5.3069,19.533,51.196
5.3265,20.713,48.279
5.3472,19.926,50.186
5.3671,17.599,56.82
5.3847,18.765,53.291
5.4035,20.013,49.968
5.4235,18.469,54.146
5.442,19.72,50.711
5.4617,20.042,49.895
5.4817,18.875,52.981
5.5006,21.313,46.92
5.5219,20.449,48.902
5.5424,18.733,53.382
5.5611,19.628,50.948
5.5807,18.857,53.031
5.5996,20.302,49.255
5.6199,18.943,52.791
5.6388,19.886,50.287
5.6587,19.848,50.383
5.6786,20.24,49.407
5.6988,20.572,48.609
5.7194,18.528,53.972
5.7379,20.29,49.286
5.7582,19.717,50.716
5.7779,18.765,53.29
5.7967,19.513,51.249
5.8162,18.83,53.107
5.835,33.835,29.555
5.8688,19.308,51.793
5.8882,20.292,49.281
5.9084,20.454,48.889
5.9289,20.107,49.734
5.949,31.995,31.255
5.981,20.181,49.552
6.0012,42.913,23.303
6.0441,18.49,54.084
6.0626,20.431,48.945
6.083,19.495,51.296
6.1025,19.787,50.539
6.1223,20.506,48.766
6.1428,20.227,49.438
6.163,19.393,51.566
6.1824,20.035,49.912
6.2025,19.404,51.535
6.2219,21.217,47.132
6.2431,19.437,51.448
6.2625,20.297,49.268
6.2828,19.077,52.419
6.3019,19.045,52.506
6.3209,29.797,33.561
6.3507,19.41,51.52
6.3701,19.758,50.614
6.3899,19.853,50.369
6.4098,20.124,49.692
6.4299,19.281,51.865
6.4492,20.296,49.27
6.4695,35.485,28.181
6.5049,17.922,55.797
6.5229,18.269,54.737
6.5411,19.884,50.291
6.561,19.262,51.917
6.5803,18.739,53.363
6.599,17.746,56.35
6.6168,19.443,51.432
6.6362,17.911,55.83
6.6541,19.005,52.619
6.6731,20.316,49.222
6.6934,18.899,52.913
6.7123,19.691,50.784
6.732,18.486,54.094
6.7505,18.726,53.4
6.7692,43.344,23.071
6.8126,20.759,48.171
6.8333,19.411,51.518
6.8528,19.222,52.022
6.872,18.429,54.263
6.8904,18.141,55.122
6.9085,20.746,48.201
6.9293,18.695,53.489
6.948,20.392,49.038
6.9684,19.97,50.075
6.9884,19.175,52.151
7.0075,19.385,51.587
7.0269,19.581,51.069
7.0465,19.846,50.388
7.0663,19.441,51.438
7.0858,19.486,51.319
7.1053,19.77,50.582
7.125,20.688,48.338
7.1457,18.29,54.674
7.164,18.578,53.828
7.1826,19.703,50.754
7.2023,19.868,50.333
7.2222,21.855,45.757
7.244,19.885,50.288
7.2639,20.395,49.033
7.2843,20.044,49.89
7.3043,18.559,53.882
7.3229,18.666,53.574
7.3416,18.824,53.124
7.3604,20.523,48.726
7.3809,20.13,49.677
7.401,18.47,54.143
7.4195,18.531,53.964
7.438,19.258,51.926
7.4573,18.911,52.878
7.4762,20.35,49.141
7.4966,19.407,51.529
7.516,18.551,53.906
7.5345,19.674,50.829
7.5542,20.299,49.263
7.5745,19.138,52.251
7.5936,19.636,50.926
7.6133,20.789,48.103
7.6341,18.861,53.018
7.6529,17.88,55.927
7.6708,18.115,55.203
7.6889,21.303,46.942
7.7102,18.834,53.095
7.7291,19.589,51.048
7.7486,18.541,53.935
7.7672,18.899,52.912
7.7861,21.471,46.574
7.8076,19.311,51.785
7.8269,18.697,53.485
7.8456,20.874,47.907
7.8664,19.805,50.492
7.8862,18.595,53.777
7.9048,20.65,48.427
7.9255,20.024,49.94
7.9455,19.875,50.315
7.9654,20.284,49.299
7.9857,20.661,48.399
8.0063,21.229,47.105
8.0276,19.166,52.175
8.0467,19.016,52.586
8.0657,20.323,49.206
8.0861,18.27,54.735
8.1043,20.746,48.202
8.1251,20.62,48.497
8.1457,18.313,54.606
8.164,19.42,51.493
8.1834,19.252,51.943
8.2027,18.84,53.078
8.2215,19.244,51.965
8.2408,19.487,51.315
8.2603,18.358,54.473
8.2786,19.593,51.04
8.2982,41.154,24.299
8.3394,19.189,52.114
8.3585,19.587,51.054
8.3781,19.079,52.414
8.3972,19.959,50.101
8.4172,19.31,51.787
8.4365,19.593,51.038
8.4561,18.421,54.287
8.4745,17.545,56.996
8.492,20.312,49.233
8.5124,20.451,48.897
8.5328,19.861,50.35
8.5527,18.306,54.628
8.571,20.583,48.585
8.5916,19.432,51.461
8.611,17.986,55.598
8.629,19.557,51.132
8.6485,18.539,53.94
8.6671,18.72,53.419
8.6858,19.834,50.417
8.7056,20.518,48.737
8.7261,18.566,53.863
8.7447,19.722,50.705
8.7644,17.084,58.533
8.7815,19.927,50.184
8.8014,18.335,54.54
8.8198,19.122,52.295
8.8389,46.756,21.388
8.8857,18.719,53.421
8.9044,18.507,54.035
8.9229,19.287,51.848
8.9422,20.296,49.27
8.9625,20.026,49.936
8.9825,21.032,47.548
9.0035,17.821,56.113
9.0213,19.711,50.733
9.0411,18.936,52.81
9.06,18.915,52.868
9.0789,19.855,50.366
9.0988,18.827,53.114
9.1176,20.012,49.969
9.1376,19.186,52.122
9.1568,21.706,46.071
9.1785,19.295,51.828
9.1978,19.526,51.213
9.2173,19.844,50.394
9.2372,35.12,28.474
9.2723,19.495,51.295
9.2918,19.078,52.417
9.3108,34.58,28.918
9.3454,20.274,49.323
9.3657,20.352,49.135
9.3861,20.681,48.352
9.4067,18.546,53.919
9.4253,17.98,55.618
9.4433,19.166,52.177
9.4624,18.569,53.852
9.481,19.326,51.743
9.5003,18.92,52.853
9.5192,18.802,53.186
9.538,19.404,51.537
9.5574,19.02,52.577
9.5765,19.577,51.081
9.596,17.906,55.848
9.6139,20.7,48.309
9.6346,21.937,45.585
9.6566,17.956,55.693
9.6745,17.744,56.358
9.6923,20.839,47.988
9.7131,19.012,52.599
9.7321,19.253,51.94
9.7514,19.31,51.786
9.7707,17.93,55.772
9.7886,18.031,55.461
9.8067,19.463,51.38
9.8261,17.33,57.704
9.8435,17.894,55.886
9.8613,20.737,48.224
9.8821,18.663,53.582
9.9007,19.14,52.247
9.9199,19.333,51.725
9.9392,55.188,18.12
9.9944,18.718,53.424
10.0131,20.401,49.018
10.0335,18.958,52.748
10.0525,19.965,50.087
10.0724,19.641,50.915
10.0921,18.379,54.41
10.1105,18.549,53.91
10.129,18.664,53.58
10.1477,19.784,50.546
10.1675,20.659,48.405
10.1881,18.307,54.625
10.2064,19.71,50.736
10.2261,18.897,52.919
10.245,18.906,52.893
10.2639,18.178,55.011
10.2821,19.96,50.101
10.3021,18.786,53.232
10.3209,20.854,47.953
10.3417,17.115,58.429
10.3588,18.73,53.391
10.3776,18.749,53.337
10.3963,19.03,52.548
10.4153,18.663,53.581
10.434,19.825,50.441
10.4538,18.867,53.002
10.4727,19.678,50.818
10.4924,18.326,54.568
10.5107,18.47,54.142
10.5292,19.54,51.177
10.5487,18.046,55.415
10.5668,19.892,50.272
10.5867,19.336,51.718
10.606,19.452,51.408
10.6254,19.183,52.129
10.6446,19.229,52.006
10.6639,20.042,49.896
10.6839,19.145,52.233
10.703,18.803,53.184
10.7218,17.249,57.973
10.7391,17.66,56.625
10.7568,19.421,51.492
10.7762,18.19,54.974
10.7944,19.634,50.933
10.814,19.541,51.173
10.8335,20.48,48.829
10.854,54.381,18.389
10.9084,19.06,52.466
10.9275,18.776,53.259
10.9462,19.792,50.525
10.966,17.994,55.573
10.984,17.95,55.711
11.002,20.272,49.33
11.0222,18.721,53.416
11.041,18.963,52.736
11.0599,39.468,25.337
11.0994,17.21,58.105
11.1166,19.79,50.53
11.1364,17.853,56.014
11.1542,19.471,51.358
11.1737,18.587,53.802
11.1923,57.051,17.528
11.2494,17.719,56.435
11.2671,18.706,53.459
11.2858,17.137,58.353
11.3029,19.224,52.018
11.3221,20.193,49.523
11.3423,18.726,53.401
11.3611,18.294,54.664
11.3794,20.714,48.276
11.4001,18.257,54.774
11.4183,18.293,54.665
11.4366,19.79,50.53
11.4564,17.718,56.439
11.4741,18.156,55.077
11.4923,19.184,52.126
11.5115,19.219,52.033
11.5307,20.5,48.781
11.5512,19.637,50.923
11.5708,18.393,54.368
11.5892,19.888,50.28
11.6091,19.108,52.335
11.6282,19.012,52.598
11.6472,18.59,53.792
11.6658,19.157,52.2
11.685,19.47,51.36
11.7044,18.621,53.704
11.7231,19.223,52.021
11.7423,18.234,54.844
11.7605,18.586,53.805
11.7791,18.264,54.754
11.7974,17.768,56.282
11.8151,17.969,55.651
11.8331,19.542,51.171
11.8526,18.565,53.865
11.8712,18.958,52.747
11.8902,17.668,56.599
11.9078,18.922,52.847
11.9268,18.598,53.769
11.9454,18.262,54.757
11.9636,17.17,58.242
11.9808,21.286,46.978
12.0021,18.679,53.537
12.0208,18.047,55.412
12.0388,19.708,50.742
12.0585,19.538,51.183
12.078,17.107,58.456
12.0952,18.408,54.324
12.1136,17.392,57.498
12.131,18.013,55.514
12.149,18.927,52.833
12.1679,17.709,56.47
12.1856,19.689,50.791
12.2053,18.102,55.242
12.2234,48.553,20.596
12.2719,18.101,55.244
12.29,18.241,54.821
12.3083,19.677,50.82
12.328,18.475,54.127
12.3464,17.754,56.324
12.3642,18.105,55.233
12.3823,18.588,53.799
12.4009,18.382,54.4
12.4193,19.218,52.035
12.4385,19.089,52.387
12.4576,19.041,52.519
12.4766,18.309,54.617
12.4949,18.836,53.088
12.5138,20.461,48.875
12.5342,18.014,55.512
12.5522,19.519,51.233
12.5718,19.149,52.222
12.5909,20.479,48.83
12.6114,20.329,49.192
12.6317,18.682,53.527
12.6504,21.161,47.258
12.6716,18.263,54.756
12.6898,18.822,53.128
12.7086,19.235,51.989
12.7279,17.449,57.309
12.7453,18.434,54.246
12.7638,17.431,57.369
12.7812,19.659,50.868
12.8009,18.741,53.358
12.8196,18.516,54.007
12.8381,18.253,54.784
12.8564,19.894,50.267
12.8763,17.793,56.203
12.894,17.416,57.42
12.9115,19.591,51.044
12.9311,31.552,31.694
12.9626,18.424,54.276
12.981,19.248,51.954
13.0003,20.357,49.124
13.0206,19.723,50.702
13.0404,43.515,22.98
13.0839,18.837,53.087
13.1027,16.867,59.289
13.1196,20.361,49.114
13.1399,18.717,53.428
13.1587,19.566,51.11
13.1782,19.812,50.475
13.198,19.162,52.187
13.2172,19.32,51.761
13.2365,18.977,52.695
13.2555,18.992,52.655
13.2745,18.144,55.116
13.2926,19.543,51.17
13.3122,35.808,27.927
13.348,20.314,49.228
13.3683,19.033,52.539
13.3873,19.129,52.277
13.4065,19.337,51.714
13.4258,18.855,53.037
13.4446,19.265,51.906
13.4639,18.016,55.505
13.4819,19.094,52.372
13.501,19.915,50.214
13.5209,19.06,52.467
13.54,19.871,50.326
13.5599,17.934,55.761
13.5778,18.451,54.199
13.5963,19.159,52.196
13.6154,18.988,52.666
13.6344,18.317,54.595
13.6527,18.664,53.579
13.6714,18.195,54.959
13.6896,17.716,56.448
13.7073,18.852,53.043
13.7261,19.275,51.882
13.7454,20.641,48.447
13.7661,20.184,49.544
13.7862,18.548,53.914
13.8048,19.16,52.192
13.8239,16.69,59.914
13.8406,21.554,46.394
13.8622,18.32,54.585
13.8805,19.083,52.402
13.8996,50.689,19.728
13.9503,19.083,52.404
13.9694,19.246,51.959
13.9886,18.858,53.029
14.0075,18.269,54.738
14.0257,19.152,52.214
14.0449,18.752,53.326
14.0636,57.604,17.36
14.1212,19.174,52.153
14.1404,19.394,51.563
14.1598,19.174,52.154
14.179,17.985,55.601
14.197,18.557,53.888
14.2155,28.285,35.354
14.2438,18.145,55.113
14.262,17.229,58.043
14.2792,18.238,54.831
14.2974,18.741,53.359
14.3162,19.834,50.42
14.336,19.22,52.028
14.3552,18.402,54.342
14.3736,19.206,52.068
14.3928,19.004,52.62
14.4118,16.843,59.372
14.4287,18.939,52.802
14.4476,19.372,51.621
14.467,18.596,53.774
14.4856,18.683,53.524
14.5043,19.577,51.079
14.5238,20.078,49.805
14.5439,18.372,54.43
14.5623,50.257,19.898
14.6126,19.147,52.227
14.6317,18.29,54.675
14.65,19.273,51.886
14.6693,19.79,50.53
14.6891,18.248,54.8
14.7073,18.032,55.457
14.7253,18.298,54.652
14.7436,19.291,51.838
14.7629,19.454,51.403
14.7824,20.039,49.903
14.8024,19.695,50.775
14.8221,18.889,52.941
14.841,18.616,53.718
14.8596,16.757,59.676
14.8764,19.574,51.089
14.8959,18.937,52.808
14.9149,18.74,53.362
14.9336,20.922,47.796
14.9545,19.606,51.004
14.9742,19.723,50.702
14.9939,18.842,53.074
15.0127,20.129,49.68
15.0328,21.425,46.675
15.0543,19.499,51.284
15.0738,19.976,50.059
15.0937,19.147,52.228
15.1129,19.287,51.848
15.1322,19.904,50.241
15.1521,19.931,50.172
15.172,18.806,53.174
15.1908,18.17,55.037
15.209,18.984,52.675
15.228,18.782,53.243
15.2468,20.936,47.765
15.2677,19.449,51.416
15.2871,18.996,52.643
15.3061,20.645,48.437
15.3268,21.274,47.005
15.3481,18.906,52.894
15.367,19.17,52.164
15.3861,19.919,50.204
15.4061,18.942,52.794
15.425,19.968,50.079
15.445,21.289,46.972
15.4663,20.865,47.928
15.4871,20.558,48.642
15.5077,18.686,53.517
15.5264,18.378,54.414
15.5447,19.2,52.084
15.5639,19.292,51.835
15.5832,19.778,50.562
15.603,20.097,49.759
15.6231,18.514,54.012
15.6416,19.159,52.195
15.6608,17.854,56.011
15.6786,19.549,51.154
15.6982,18.969,52.718
15.7172,19.477,51.343
15.7366,18.557,53.889
15.7552,19.553,51.143
15.7747,18.84,53.08
15.7936,45.486,21.985
15.8391,18.418,54.294
15.8575,19.605,51.007
15.8771,19.349,51.682
15.8964,18.915,52.868
15.9153,19.857,50.359
15.9352,19.075,52.425
15.9543,20.486,48.814
15.9748,20.032,49.92
15.9948,21.307,46.934
16.0161,17.76,56.308
16.0339,20.701,48.306
16.0546,20.465,48.863
16.075,20.478,48.832
16.0955,16.333,61.225
16.1118,19.19,52.109
16.131,19.437,51.447
16.1505,21.009,47.599
16.1715,20.43,48.947
16.1919,20.176,49.565
16.2121,44.023,22.715
16.2561,20.163,49.596
16.2763,19.352,51.673
16.2956,18.479,54.117
16.3141,32.691,30.59
16.3468,17.293,57.827
16.3641,19.078,52.417
16.3832,20.83,48.007
16.404,20.888,47.874
16.4249,19.4,51.547
16.4443,19.216,52.04
16.4635,20.113,49.719
16.4836,19.089,52.386
16.5027,20.439,48.925
16.5231,19.095,52.37
16.5422,19.421,51.489
16.5617,18.931,52.824
16.5806,19.809,50.482
16.6004,18.946,52.782
16.6193,19.541,51.173
16.6389,18.502,54.048
16.6574,19.137,52.256
16.6765,19.978,50.055
16.6965,19.028,52.555
16.7155,19.217,52.037
16.7347,18.453,54.192
16.7532,20.079,49.803
16.7733,18.647,53.628
16.7919,19.78,50.556
16.8117,20.317,49.219
16.832,21.234,47.093
16.8533,20.696,48.318
16.874,20.23,49.432
16.8942,19.985,50.037
16.9142,20.455,48.887
16.9346,19.765,50.595
16.9544,19.783,50.549
16.9742,20.758,48.174
16.9949,19.545,51.164
17.0145,18.929,52.83
17.0334,40.494,24.695
17.0739,19.561,51.122
17.0935,19.857,50.36
17.1133,19.505,51.27
17.1328,21.064,47.474
17.1539,20.546,48.671
17.1744,19.02,52.576
17.1934,19.059,52.469
17.2125,19.594,51.035
17.2321,20.129,49.68
17.2522,19.896,50.262
17.2721,20.597,48.551
17.2927,18.943,52.79
17.3117,19.689,50.79
17.3314,19.667,50.845
17.351,20.412,48.991
17.3714,19.912,50.222
17.3913,21.003,47.611
17.4124,18.665,53.575
17.431,18.675,53.547
17.4497,20.55,48.663
17.4702,21.081,47.436
17.4913,18.204,54.934
17.5095,20.661,48.401
17.5302,19.855,50.365
17.55,20.654,48.417
17.5707,21.437,46.649
17.5921,18.517,54.004
17.6106,21.108,47.376
17.6318,20.144,49.643
17.6519,19.781,50.553
17.6717,18.795,53.205
17.6905,20.587,48.574
17.7111,21.269,47.017
17.7323,19.421,51.489
17.7518,20.013,49.967
17.7718,18.381,54.404
17.7901,19.552,51.147
17.8097,48.376,20.671
17.8581,19.467,51.368
17.8775,20.116,49.711
17.8977,21.886,45.691
17.9195,19.633,50.934
17.9392,20.482,48.823
17.9597,19.724,50.699
17.9794,21.608,46.28
18.001,20.009,49.978
18.021,19.747,50.642
18.0407,19.599,51.022
18.0603,20.499,48.783
18.0808,19.366,51.637
18.1002,19.664,50.855
18.1199,19.379,51.602
18.1393,19.456,51.398
18.1587,19.288,51.845
18.178,21.282,46.987
18.1993,19.146,52.23
18.2184,19.954,50.116
18.2384,18.496,54.065
18.2569,19.959,50.102
18.2768,19.091,52.382
18.2959,18.937,52.807
18.3149,20.588,48.571
18.3355,21.078,47.442
18.3565,20.94,47.756
18.3775,52.011,19.227
18.4295,19.359,51.656
18.4488,19.539,51.18
18.4684,19.822,50.45
18.4882,19.532,51.198
18.5077,20.112,49.722
18.5278,18.74,53.362
18.5466,20.488,48.809
18.5671,21.175,47.226
18.5882,21.751,45.974
18.61,47.773,20.932
18.6578,21.089,47.418
18.6789,21.139,47.306
18.7,20.609,48.523
18.7206,19.62,50.969
18.7402,21.793,45.887
18.762,19.986,50.036
18.782,20.495,48.793
18.8025,20.258,49.362
18.8228,21.838,45.793
18.8446,21.057,47.489
18.8657,19.371,51.624
18.885,20.847,47.969
18.9059,19.256,51.932
18.9251,17.98,55.617
18.9431,36.131,27.677
18.9792,20.571,48.612
18.9998,21.906,45.65
19.0217,20.387,49.052
19.0421,19.791,50.527
19.0619,21.679,46.128
19.0836,19.353,51.672
19.1029,50.301,19.88
19.1532,20.682,48.352
19.1739,19.802,50.5
19.1937,21.972,45.513
19.2157,21.081,47.436
19.2368,20.807,48.061
19.2576,20.751,48.19
19.2783,20.922,47.797
19.2992,20.623,48.489
19.3199,20.178,49.559
19.34,20.757,48.175
19.3608,19.635,50.929
19.3804,20.251,49.381
19.4007,20.251,49.381
19.4209,21.678,46.13
19.4426,19.175,52.15
19.4618,21.393,46.744
19.4832,19.428,51.472
19.5026,20.799,48.079
19.5234,20.476,48.838
19.5439,22.15,45.147
19.566,22.069,45.312
19.5881,20.929,47.78
19.609,20.026,49.935
19.6291,20.38,49.068
19.6494,20.897,47.854
19.6703,20.713,48.279
19.6911,19.56,51.126
19.7106,20.533,48.703
19.7311,21.377,46.779
19.7525,20.646,48.436
19.7732,20.353,49.134
19.7935,21.148,47.286
19.8147,18.945,52.783
19.8336,20.219,49.457
19.8538,19.749,50.637
19.8736,21.358,46.82
19.8949,19.658,50.87
19.9146,20.328,49.193
19.9349,37.778,26.471
19.9727,19.8,50.505
19.9925,17.867,55.97
20.0104,21.099,47.395
20.0315,19.195,52.098
20.0507,21.108,47.376
20.0718,21.42,46.685
20.0932,19.973,50.067
20.1132,21.553,46.398
20.1347,20.872,47.91
20.1556,21.059,47.485
20.1767,19.384,51.59
20.196,18.436,54.242
20.2145,18.861,53.021
20.2333,19.068,52.444
20.2524,20.249,49.386
20.2727,19.953,50.118
20.2926,19.207,52.063
20.3118,20.795,48.087
20.3326,20.688,48.337
20.3533,20.035,49.912
20.3733,20.559,48.641
20.3939,20.476,48.837
20.4144,19.522,51.224
20.4339,21.513,46.483
20.4554,19.431,51.463
20.4748,20.939,47.758
20.4958,20.696,48.319
20.5165,19.764,50.597
20.5362,20.43,48.949
20.5567,18.656,53.601
20.5753,19.97,50.076
20.5953,20.062,49.846
20.6153,20.711,48.283
20.6361,22.213,45.019
20.6583,20.734,48.23
20.679,20.876,47.902
20.6999,20.325,49.201
20.7202,19.775,50.57
20.74,20.128,49.681
20.7601,22.048,45.356
20.7822,20.611,48.518
20.8028,20.755,48.181
20.8235,19.846,50.388
20.8434,19.942,50.144
20.8633,20.559,48.64
20.8839,20.582,48.587
20.9045,20.954,47.724
20.9254,20.853,47.954
20.9463,19.563,51.116
20.9658,21.476,46.564
20.9873,22.021,45.411
21.0093,19.998,50.006
21.0293,20.036,49.911
21.0494,21.704,46.075
21.0711,19.006,52.616
21.0901,20.592,48.563
21.1107,20.745,48.205
21.1314,20.47,48.853
21.1519,21.945,45.569
21.1738,21.323,46.897
21.1951,20.423,48.964
21.2156,20.418,48.978
21.236,22.204,45.037
21.2582,19.613,50.987
21.2778,21.367,46.802
21.2992,21.734,46.011
21.3209,21.82,45.83
21.3427,21.678,46.13
21.3644,19.414,51.51
21.3838,20.866,47.924
21.4047,19.935,50.163
21.4246,21.347,46.846
21.446,21.27,47.014
21.4672,22.002,45.45
21.4892,20.86,47.938
21.5101,19.696,50.771
21.5298,21.158,47.264
21.5509,19.78,50.557
21.5707,20.749,48.196
21.5915,22.281,44.881
21.6138,19.695,50.773
21.6334,19.696,50.771
21.6531,21.063,47.477
21.6742,22.02,45.413
21.6962,20.439,48.927
21.7167,22.443,44.558
21.7391,19.26,51.92
21.7584,19.245,51.961
21.7776,20.97,47.687
21.7986,20.378,49.071
21.819,20.841,47.983
21.8398,18.984,52.676
21.8588,20.333,49.181
21.8791,20.515,48.745
21.8996,21.381,46.77
21.921,20.723,48.255
21.9417,19.918,50.205
21.9617,21.904,45.654
21.9836,21.523,46.463
22.0051,19.02,52.576
22.0241,19.961,50.098
22.0441,19.322,51.754
22.0634,20.208,49.486
