t_s,frametime_ms,fps
2.7716,19.778,50.562
2.7914,21.246,47.067
2.8127,60.408,16.554
2.8731,19.87,50.326
2.8929,21.382,46.769
2.9143,22.061,45.328
2.9364,20.998,47.624
2.9574,20.716,48.273
2.9781,20.645,48.437
2.9987,18.923,52.845
3.0177,19.887,50.285
3.0376,19.513,51.248
3.0571,20.064,49.841
3.0771,19.773,50.573
3.0969,22.802,43.856
3.1197,18.952,52.765
3.1387,18.607,53.744
3.1573,19.923,50.193
3.1772,20.989,47.644
3.1982,20.035,49.912
3.2182,21.072,47.455
3.2393,19.754,50.623
3.259,19.932,50.17
3.279,21.343,46.853
3.3003,20.825,48.019
3.3211,19.838,50.409
3.341,19.774,50.572
3.3608,20.678,48.361
3.3814,19.948,50.13
3.4014,22.293,44.857
3.4237,21.377,46.779
3.4451,22.022,45.409
3.4671,20.205,49.493
3.4873,18.356,54.477
3.5056,20.19,49.53
3.5258,21.62,46.253
3.5474,21.918,45.626
3.5694,21.718,46.045
3.5911,19.461,51.385
3.6105,20.361,49.113
3.6309,19.022,52.571
3.6499,21.182,47.21
3.6711,21.6,46.297
3.6927,22.538,44.369
3.7152,21.327,46.89
3.7366,18.721,53.416
3.7553,19.971,50.072
3.7753,20.059,49.853
3.7953,21.02,47.573
3.8163,19.421,51.492
3.8358,21.023,47.568
3.8568,20.742,48.211
3.8775,20.8,48.076
3.8983,19.719,50.712
3.918,20.998,47.624
3.939,21.558,46.385
3.9606,20.511,48.754
3.9811,19.194,52.101
4.0003,20.984,47.655
4.0213,19.442,51.434
4.0407,20.504,48.77
4.0612,18.654,53.608
4.0799,19.752,50.628
4.0996,20.31,49.237
4.12,20.259,49.36
4.1402,20.868,47.92
4.1611,20.121,49.699
4.1812,19.97,50.075
4.2012,21.776,45.923
4.223,20.056,49.859
4.243,19.101,52.354
4.2621,22.323,44.796
4.2844,19.126,52.286
4.3036,20.508,48.763
4.3241,21.143,47.297
4.3452,21.804,45.862
4.367,20.956,47.719
4.388,19.983,50.044
4.4079,20.472,48.848
4.4284,22.148,45.15
4.4506,20.335,49.176
4.4709,22.475,44.493
4.4934,19.346,51.69
4.5127,21.256,47.046
4.534,19.429,51.469
4.5534,22.669,44.112
4.5761,19.443,51.433
4.5955,20.049,49.877
4.6156,20.765,48.158
4.6363,22.461,44.521
4.6588,19.314,51.777
4.6781,20.171,49.575
4.6983,20.797,48.083
4.7191,20.553,48.655
4.7396,20.474,48.842
4.7601,21.81,45.85
4.7819,20.725,48.252
4.8026,20.758,48.175
4.8234,21.27,47.014
4.8447,19.975,50.063
4.8646,20.213,49.474
4.8849,21.439,46.644
4.9063,18.302,54.638
4.9246,21.517,46.475
4.9461,19.355,51.666
4.9655,20.478,48.833
4.9859,20.991,47.639
5.0069,20.552,48.657
5.0275,19.443,51.433
5.0469,21.054,47.496
5.068,20.493,48.796
5.0885,20.175,49.565
5.1087,21.562,46.378
5.1302,21.549,46.406
5.1518,20.582,48.585
5.1724,19.308,51.791
5.1917,21.508,46.494
5.2132,20.053,49.867
5.2332,36.762,27.202
5.27,19.063,52.457
5.289,19.505,51.269
5.3086,21.579,46.341
5.3301,20.5,48.782
5.3506,20.491,48.801
5.3711,17.916,55.815
5.389,19.775,50.57
5.4088,40.277,24.828
5.4491,19.762,50.602
5.4689,20.994,47.633
5.4898,20.387,49.051
5.5102,18.669,53.565
5.5289,20.547,48.668
5.5494,19.295,51.828
5.5687,19.524,51.22
5.5883,21.28,46.992
5.6095,20.933,47.771
5.6305,18.875,52.981
5.6494,19.922,50.196
5.6693,20.066,49.836
5.6893,21.371,46.792
5.7107,19.775,50.569
5.7305,19.573,51.092
5.7501,20.675,48.368
5.7707,20.545,48.673
5.7913,19.633,50.935
5.8109,21.637,46.216
5.8326,20.707,48.294
5.8533,19.451,51.411
5.8727,21.367,46.8
5.8941,21.064,47.474
5.9151,22.38,44.682
5.9375,21.101,47.39
5.9586,19.611,50.992
5.9782,20.522,48.728
5.9988,20.021,49.947
6.0188,20.849,47.965
6.0396,19.909,50.228
6.0595,20.049,49.877
6.0796,20.354,49.129
6.0999,20.254,49.373
6.1202,21.119,47.351
6.1413,20.682,48.351
6.162,20.37,49.092
6.1824,20.166,49.588
6.2025,21.428,46.669
6.224,21.017,47.581
6.245,21.723,46.034
6.2667,18.682,53.526
6.2854,21.237,47.087
6.3066,20.462,48.871
6.3271,21.641,46.209
6.3487,20.36,49.117
6.3691,19.707,50.742
6.3888,20.253,49.375
6.409,19.132,52.269
6.4282,19.698,50.766
6.4479,21.164,47.249
6.469,21.672,46.143
6.4907,20.942,47.751
6.5116,21.897,45.668
6.5335,20.828,48.013
6.5544,19.897,50.258
6.5743,19.982,50.045
6.5943,20.376,49.078
6.6146,20.139,49.656
6.6348,20.12,49.703
6.6549,20.891,47.868
6.6758,19.356,51.664
6.6951,20.783,48.117
6.7159,19.921,50.197
6.7358,21.56,46.383
6.7574,22.04,45.372
6.7794,20.957,47.716
6.8004,19.614,50.985
6.82,21.286,46.979
6.8413,21.595,46.306
6.8629,19.448,51.42
6.8823,20.986,47.652
6.9033,20.529,48.711
6.9239,20.133,49.669
6.944,20.802,48.072
6.9648,20.674,48.37
6.9855,20.336,49.175
7.0058,21.161,47.256
7.027,20.656,48.412
7.0476,21.725,46.031
7.0693,20.68,48.356
7.09,21.206,47.156
7.1112,19.358,51.659
7.1306,21.716,46.049
7.1523,20.202,49.5
7.1725,21.548,46.408
7.194,19.964,50.089
7.214,19.421,51.489
7.2334,20.031,49.924
7.2535,19.92,50.201
7.2734,20.742,48.211
7.2941,19.681,50.81
7.3138,19.21,52.057
7.333,20.429,48.95
7.3534,19.731,50.681
7.3732,21.955,45.548
7.3951,19.545,51.163
7.4147,21.792,45.889
7.4365,21.297,46.955
7.4578,20.656,48.412
7.4784,20.372,49.087
7.4988,21.018,47.577
7.5198,21.041,47.527
7.5409,21.471,46.575
7.5623,20.552,48.658
7.5829,20.583,48.584
7.6035,20.498,48.786
7.624,20.189,49.533
7.6441,20.807,48.061
7.665,20.838,47.989
7.6858,19.759,50.609
7.7056,19.604,51.01
7.7252,20.072,49.821
7.7452,21.499,46.514
7.7667,20.024,49.939
7.7868,17.805,56.164
7.8046,21.191,47.191
7.8257,20.001,49.996
7.8457,19.271,51.892
7.865,20.195,49.517
7.8852,20.835,47.996
7.906,21.001,47.617
7.9271,20.795,48.088
7.9478,20.834,47.999
7.9687,19.113,52.321
7.9878,19.828,50.433
8.0076,20.943,47.75
8.0286,19.797,50.513
8.0484,20.214,49.472
8.0686,20.134,49.667
8.0887,20.59,48.567
8.1093,22.047,45.358
8.1313,19.208,52.061
8.1506,22.093,45.263
8.1726,19.355,51.665
8.192,19.105,52.342
8.2111,20.092,49.772
8.2312,19.828,50.433
8.251,18.833,53.099
8.2699,19.689,50.79
8.2895,19.535,51.189
8.3091,19.714,50.726
8.3288,20.135,49.665
8.3489,18.43,54.258
8.3674,19.484,51.325
8.3868,20.194,49.521
8.407,19.944,50.141
8.427,20.183,49.545
8.4472,20.648,48.431
8.4678,19.859,50.355
8.4877,20.154,49.618
8.5078,19.865,50.34
8.5277,19.771,50.578
8.5475,19.023,52.569
8.5665,21.486,46.543
8.588,21.137,47.31
8.6091,19.424,51.484
8.6285,18.982,52.682
8.6475,20.793,48.093
8.6683,20.611,48.518
8.6889,18.793,53.211
8.7077,20.147,49.636
8.7279,20.771,48.145
8.7486,19.128,52.279
8.7678,20.067,49.833
8.7878,20.498,48.786
8.8083,19.009,52.606
8.8273,19.585,51.061
8.8469,20.295,49.272
8.8672,20.596,48.554
8.8878,20.153,49.621
8.908,20.086,49.786
8.928,17.737,56.379
8.9458,19.083,52.402
8.9649,19.773,50.573
8.9846,21.001,47.617
9.0056,19.848,50.383
9.0255,19.768,50.587
9.0453,21.12,47.349
9.0664,20.634,48.464
9.087,20.02,49.95
9.107,19.994,50.015
9.127,18.933,52.818
9.146,21.85,45.767
9.1678,19.341,51.704
9.1871,21.633,46.226
9.2088,19.287,51.85
9.2281,20.319,49.214
9.2484,19.235,51.988
9.2676,19.551,51.149
9.2872,20.911,47.821
9.3081,19.909,50.229
9.328,20.141,49.65
9.3481,20.803,48.07
9.3689,19.11,52.328
9.388,19.989,50.029
9.408,21.118,47.353
9.4292,18.61,53.735
9.4478,20.664,48.393
9.4684,17.63,56.72
9.4861,20.154,49.617
9.5062,21.632,46.227
9.5278,21.721,46.037
9.5496,19.992,50.02
9.5696,21.038,47.533
9.5906,19.723,50.703
9.6103,18.319,54.588
9.6286,21.135,47.314
9.6498,19.965,50.088
9.6697,22.235,44.973
9.692,19.197,52.09
9.7112,18.809,53.166
9.73,20.631,48.471
9.7506,19.793,50.524
9.7704,20.986,47.65
9.7914,20.277,49.316
9.8117,18.65,53.62
9.8303,19.597,51.029
9.8499,19.305,51.799
9.8692,21.273,47.008
9.8905,21.131,47.324
9.9116,20.45,48.899
9.9321,19.609,50.997
9.9517,22.077,45.295
9.9738,18.128,55.162
9.9919,20.829,48.009
10.0127,19.242,51.97
10.032,59.038,16.938
10.091,20.808,48.058
10.1118,22.034,45.384
10.1338,18.85,53.05
10.1527,18.498,54.061
10.1712,20.466,48.86
10.1917,19.689,50.789
10.2113,21.295,46.959
10.2326,20.289,49.288
10.2529,20.984,47.656
10.2739,18.686,53.515
10.2926,19.639,50.92
10.3122,19.63,50.943
10.3319,21.249,47.062
10.3531,19.198,52.088
10.3723,20.629,48.475
10.3929,20.653,48.419
10.4136,21.556,46.39
10.4351,20.617,48.503
10.4558,20.154,49.619
10.4759,20.585,48.579
10.4965,18.107,55.226
10.5146,19.633,50.935
10.5342,20.27,49.334
10.5545,20.808,48.059
10.5753,20.44,48.923
10.5958,19.593,51.04
10.6154,19.256,51.932
10.6346,29.191,34.258
10.6638,19.214,52.044
10.683,19.555,51.137
10.7026,19.585,51.058
10.7222,20.652,48.421
10.7428,19.754,50.622
10.7626,20.626,48.483
10.7832,19.943,50.142
10.8031,19.995,50.012
10.8231,18.472,54.135
10.8416,19.754,50.622
10.8614,19.403,51.538
10.8808,20.032,49.921
10.9008,19.884,50.293
10.9207,20.986,47.651
10.9417,19.29,51.839
10.961,19.648,50.897
10.9806,20.877,47.9
11.0015,18.83,53.107
11.0203,21.101,47.391
11.0414,18.37,54.435
11.0598,18.673,53.554
11.0784,18.996,52.643
11.0974,19.037,52.53
11.1165,18.282,54.7
11.1348,20.983,47.659
11.1557,20.801,48.074
11.1765,20.144,49.641
11.1967,18.749,53.335
11.2154,20.236,49.416
11.2357,18.782,53.242
11.2545,19.59,51.047
11.274,18.861,53.019
11.2929,20.715,48.274
11.3136,20.579,48.593
11.3342,18.577,53.831
11.3528,19.287,51.847
11.3721,21.046,47.515
11.3931,20.934,47.77
11.414,21.21,47.148
11.4353,20.24,49.408
11.4555,19.104,52.345
11.4746,20.281,49.307
11.4949,19.048,52.498
11.5139,19.19,52.112
11.5331,19.34,51.706
11.5525,19.67,50.838
11.5721,19.691,50.784
11.5918,19.212,52.05
11.611,19.072,52.434
11.6301,18.244,54.812
11.6484,20.151,49.625
11.6685,20.6,48.545
11.6891,19.382,51.595
11.7085,19.511,51.254
11.728,29.146,34.31
11.7571,20.131,49.674
11.7773,20.07,49.826
11.7973,19.414,51.509
11.8168,22.31,44.823
11.8391,20.286,49.294
11.8594,18.173,55.027
11.8775,19.824,50.444
11.8973,20.904,47.837
11.9183,20.086,49.787
11.9383,17.772,56.267
11.9561,18.999,52.634
11.9751,20.832,48.003
11.9959,20.651,48.423
12.0166,20.077,49.808
12.0367,20.139,49.654
12.0568,18.859,53.024
12.0757,19.444,51.43
12.0951,19.711,50.734
12.1148,20.354,49.131
12.1352,20.887,47.876
12.1561,19.145,52.233
12.1752,17.375,57.553
12.1926,18.481,54.11
12.2111,20.889,47.871
12.232,20.407,49.003
12.2524,20.225,49.443
12.2726,19.964,50.091
12.2925,18.771,53.274
12.3113,19.958,50.105
12.3313,18.322,54.579
12.3496,18.619,53.709
12.3682,19.444,51.429
12.3877,20.265,49.346
12.4079,20.458,48.881
12.4284,20.262,49.353
12.4486,20.011,49.973
12.4687,19.973,50.068
12.4886,19.044,52.509
12.5077,20.757,48.178
12.5284,17.819,56.119
12.5463,18.776,53.259
12.565,18.662,53.584
12.5837,19.686,50.799
12.6034,19.817,50.461
12.6232,20.867,47.924
12.6441,19.031,52.547
12.6631,20.091,49.773
12.6832,17.682,56.556
12.7009,18.835,53.092
12.7197,19.213,52.049
12.7389,21.095,47.405
12.76,19.199,52.085
12.7792,19.132,52.268
12.7983,18.852,53.046
12.8172,20.718,48.266
12.8379,20.652,48.421
12.8586,19.126,52.286
12.8777,18.977,52.695
12.8967,22.013,45.427
12.9187,19.949,50.127
12.9386,18.736,53.373
12.9574,20.393,49.035
12.9778,19.319,51.761
12.9971,20.797,48.085
13.0179,19.312,51.78
13.0372,20.058,49.856
13.0572,20.295,49.273
13.0775,21.371,46.792
13.0989,18.207,54.923
13.1171,19.087,52.393
13.1362,19.7,50.76
13.1559,18.99,52.658
13.1749,19.375,51.612
13.1943,20.394,49.034
13.2147,20.275,49.323
13.2349,20.309,49.239
13.2552,19.228,52.008
13.2745,19.672,50.834
13.2941,18.804,53.181
13.3129,19.28,51.866
13.3322,19.564,51.114
13.3518,19.565,51.112
13.3714,19.803,50.498
13.3912,18.942,52.793
13.4101,20.598,48.548
13.4307,20.642,48.444
13.4513,19.29,51.841
13.4706,20.335,49.176
13.491,18.769,53.28
13.5097,21.186,47.2
13.5309,19.202,52.079
13.5501,20.757,48.177
13.5709,20.106,49.737
13.591,20.823,48.024
13.6118,18.816,53.147
13.6306,19.174,52.154
13.6498,21.439,46.645
13.6712,20.468,48.856
13.6917,21.088,47.421
13.7128,19.529,51.207
13.7323,19.421,51.492
13.7517,19.373,51.618
13.7711,21.292,46.965
13.7924,21.236,47.09
13.8136,18.366,54.448
13.832,21.248,47.063
13.8533,19.89,50.277
13.8732,19.972,50.07
13.8931,19.972,50.07
13.9131,19.028,52.554
13.9321,19.763,50.599
13.9519,21.185,47.204
13.9731,18.143,55.117
13.9912,19.884,50.292
14.0111,19.288,51.845
14.0304,20.263,49.35
14.0506,20.717,48.269
14.0714,20.768,48.15
14.0921,20.306,49.246
14.1124,21.57,46.36
14.134,20.277,49.318
14.1543,19.727,50.692
14.174,19.09,52.383
14.1931,20.407,49.003
14.2135,20.353,49.134
14.2339,20.96,47.709
14.2548,18.792,53.214
14.2736,21.392,46.747
14.295,21.771,45.932
14.3168,20.749,48.195
14.3375,20.208,49.486
14.3577,20.442,48.919
14.3782,21.013,47.59
14.3992,20.278,49.314
14.4195,17.742,56.363
14.4372,21.724,46.032
14.4589,19.46,51.388
14.4784,19.296,51.825
14.4977,21.062,47.48
14.5188,19.565,51.112
14.5383,18.95,52.772
14.5573,20.561,48.635
14.5778,18.547,53.918
14.5964,19.103,52.348
14.6155,20.402,49.016
14.6359,18.533,53.959
14.6544,20.35,49.14
14.6748,18.916,52.866
14.6937,21.993,45.47
14.7157,20.24,49.407
14.7359,18.852,53.043
14.7548,19.671,50.836
14.7744,18.92,52.855
14.7934,18.779,53.25
14.8121,20.115,49.714
14.8322,20.023,49.942
14.8523,20.527,48.715
14.8728,21.968,45.52
14.8948,19.668,50.844
14.9144,21.091,47.413
14.9355,20.854,47.952
14.9564,19.134,52.264
14.9755,18.992,52.652
14.9945,18.912,52.876
15.0134,19.02,52.576
15.0324,19.776,50.566
15.0522,21.16,47.26
15.0734,22.005,45.444
15.0954,19.865,50.34
15.1152,21.582,46.336
15.1368,19.994,50.015
15.1568,21.189,47.195
15.178,21.9,45.662
15.1999,18.432,54.254
15.2183,19.369,51.628
15.2377,22.076,45.297
15.2598,19.401,51.545
15.2792,20.51,48.757
15.2997,19.612,50.988
15.3193,21.59,46.318
15.3409,19.094,52.374
15.36,19.528,51.21
15.3795,20.821,48.027
15.4003,20.138,49.657
15.4205,19.851,50.376
15.4403,20.011,49.972
15.4603,22.423,44.598
15.4828,21.046,47.514
15.5038,20.161,49.601
15.524,59.061,16.932
15.583,20.963,47.703
15.604,52.904,18.902
15.6569,21.74,45.998
15.6786,21.158,47.264
15.6998,20.51,48.758
15.7203,21.047,47.512
15.7414,19.314,51.775
15.7607,21.162,47.254
15.7818,20.043,49.892
15.8019,19.659,50.866
15.8215,20.165,49.591
15.8417,20.395,49.032
15.8621,19.432,51.461
15.8815,19.43,51.466
15.901,20.163,49.595
15.9211,19.589,51.048
15.9407,19.906,50.237
15.9606,18.847,53.059
15.9795,19.355,51.666
15.9988,19.966,50.084
16.0188,19.916,50.21
16.0387,19.353,51.672
16.0581,18.754,53.321
16.0768,20.738,48.22
16.0975,18.937,52.807
16.1165,19.812,50.476
16.1363,19.997,50.008
16.1563,21.595,46.307
16.1779,20.971,47.684
16.1989,20.058,49.857
16.2189,21.714,46.052
16.2406,19.854,50.367
16.2605,19.296,51.825
16.2798,20.987,47.648
16.3008,21.999,45.457
16.3228,20.583,48.584
16.3433,21.326,46.891
16.3647,20.595,48.556
16.3853,20.947,47.74
16.4062,20.083,49.794
16.4263,21.83,45.809
16.4481,20.454,48.89
16.4686,21.741,45.997
16.4903,20.246,49.392
16.5106,20.387,49.05
16.531,20.024,49.941
16.551,19.807,50.488
16.5708,20.195,49.517
16.591,19.599,51.023
16.6106,20.427,48.955
16.631,21.266,47.023
16.6523,22.617,44.215
16.6749,20.151,49.626
16.695,20.129,49.681
16.7152,22.194,45.058
16.7374,22.849,43.766
16.7602,22.043,45.366
16.7823,20.657,48.409
16.8029,20.548,48.666
16.8235,20.455,48.888
16.8439,21.424,46.677
16.8653,19.903,50.244
16.8852,20.028,49.93
16.9053,20.306,49.246
16.9256,21.462,46.594
16.947,20.749,48.195
16.9678,18.882,52.962
16.9867,20.693,48.326
17.0074,21.416,46.693
17.0288,20.673,48.373
17.0495,21.591,46.316
17.071,21.381,46.769
17.0924,22.942,43.588
17.1154,29.555,33.835
17.1449,20.552,48.658
17.1655,44.224,22.612
17.2097,35.449,28.209
17.2451,20.935,47.767
17.2661,20.469,48.854
17.2865,21.888,45.688
17.3084,21.26,47.036
17.3297,22.63,44.188
17.3523,20.042,49.894
17.3724,21.057,47.49
17.3934,21.337,46.867
17.4148,22.014,45.426
17.4368,21.71,46.061
17.4585,22.596,44.255
17.4811,21.217,47.133
17.5023,20.507,48.764
17.5228,21.576,46.348
17.5444,21.068,47.466
17.5655,19.381,51.598
17.5848,21.446,46.628
17.6063,21.327,46.889
17.6276,22.318,44.807
17.6499,21.139,47.305
17.6711,20.319,49.216
17.6914,20.31,49.238
17.7117,21.234,47.093
17.7329,21.207,47.154
17.7541,21.715,46.052
17.7758,20.265,49.345
17.7961,19.892,50.272
17.816,20.344,49.155
17.8363,21.254,47.051
17.8576,21.997,45.462
17.8796,20.312,49.233
17.8999,21.52,46.468
17.9214,19.184,52.126
17.9406,22.348,44.746
17.963,20.35,49.14
17.9833,20.452,48.896
18.0038,21.722,46.037
18.0255,21.383,46.766
18.0469,21.4,46.729
18.0683,20.891,47.868
18.0892,20.522,48.728
18.1097,21.267,47.021
18.131,21.306,46.936
18.1523,20.697,48.315
18.173,20.605,48.533
18.1936,20.022,49.945
18.2136,21.546,46.412
18.2351,21.824,45.822
18.2569,19.93,50.174
18.2769,18.518,54.003
18.2954,20.508,48.76
18.3159,19.652,50.885
18.3356,22.895,43.678
18.3585,22.073,45.305
18.3805,19.87,50.327
18.4004,20.848,47.966
18.4212,21.484,46.546
18.4427,20.945,47.744
18.4637,22.343,44.756
18.486,21.151,47.279
18.5072,22.869,43.727
18.53,20.946,47.743
18.551,21.354,46.83
18.5723,21.544,46.416
18.5939,21.16,47.259
18.615,21.53,46.447
18.6366,20.837,47.992
18.6574,19.225,52.015
18.6766,21.031,47.549
18.6977,20.241,49.404
18.7179,20.921,47.799
18.7388,20.109,49.729
18.7589,21.348,46.843
18.7803,21.728,46.023
18.802,21.462,46.594
18.8235,21.332,46.878
18.8448,21.717,46.048
18.8665,20.413,48.99
18.8869,22.155,45.136
18.9091,22.314,44.814
18.9314,21.887,45.689
18.9533,19.69,50.788
18.973,20.442,48.919
18.9934,22.006,45.442
19.0154,21.319,46.906
19.0367,22.049,45.353
19.0588,21.517,46.474
19.0803,21.96,45.537
19.1023,21.576,46.349
19.1239,22.478,44.488
19.1463,21.231,47.102
19.1676,20.333,49.181
19.1879,21.374,46.785
19.2093,20.297,49.269
19.2296,19.775,50.569
19.2493,20.909,47.827
19.2702,21.966,45.524
19.2922,20.921,47.8
19.3131,22.261,44.922
19.3354,21.098,47.398
19.3565,21.08,47.439
19.3776,21.466,46.585
19.399,22.125,45.197
19.4212,20.207,49.489
19.4414,20.738,48.221
19.4621,20.768,48.152
19.4829,22.037,45.378
19.5049,21.949,45.561
19.5269,20.674,48.37
19.5475,21.98,45.495
19.5695,21.202,47.166
19.5907,21.312,46.922
19.612,21.077,47.445
19.6331,20.706,48.295
19.6538,19.426,51.477
19.6732,21.19,47.192
19.6944,21.342,46.856
19.7158,21.315,46.915
19.7371,20.804,48.067
19.7579,21.095,47.404
19.779,19.698,50.767
19.7987,20.951,47.73
19.8196,20.702,48.304
19.8403,21.024,47.565
19.8614,21.777,45.921
19.8831,22.478,44.487
19.9056,21.033,47.545
19.9266,21.249,47.061
19.9479,21.375,46.784
19.9693,22.592,44.264
19.9919,21.85,45.766
20.0137,21.836,45.797
20.0355,21.357,46.822
20.0569,21.105,47.383
20.078,21.877,45.709
20.0999,20.973,47.681
20.1209,22.452,44.54
20.1433,20.865,47.927
20.1642,21.21,47.148
20.1854,20.062,49.847
20.2054,20.524,48.724
20.226,23.928,41.792
20.2499,21.495,46.522
20.2714,20.568,48.62
20.292,20.184,49.544
20.3121,21.782,45.909
20.3339,20.504,48.77
20.3544,21.327,46.889
20.3758,20.999,47.622
20.3968,21.808,45.855
20.4186,22.296,44.852
20.4409,22.249,44.946
20.4631,23.705,42.184
20.4868,22.732,43.991
20.5095,20.593,48.56
20.5301,22.065,45.321
20.5522,22.816,43.829
20.575,23.302,42.915
20.5983,22.227,44.991
20.6206,19.647,50.898
20.6402,22.085,45.279
20.6623,19.372,51.622
20.6817,21.82,45.829
20.7035,21.986,45.484
20.7255,22.373,44.696
20.7478,21.351,46.836
20.7692,20.385,49.055
20.7896,22.626,44.196
20.8122,21.187,47.198
20.8334,21.619,46.256
20.855,22.377,44.688
20.8774,21.645,46.199
20.899,21.587,46.324
20.9206,21.091,47.413
20.9417,22.065,45.32
20.9638,20.015,49.962
20.9838,21.905,45.651
21.0057,20.825,48.019
21.0265,22.794,43.87
21.0493,20.466,48.862
21.0698,21.738,46.002
21.0915,20.725,48.252
21.1122,22.938,43.597
21.1352,20.451,48.897
21.1556,20.316,49.223
21.1759,20.393,49.036
21.1963,21.641,46.209
21.218,21.531,46.444
21.2395,22.052,45.347
21.2616,21.442,46.637
21.283,22.962,43.551
21.306,20.377,49.075
21.3263,23.289,42.939
21.3496,20.297,49.267
21.3699,20.643,48.442
21.3906,21.837,45.793
21.4124,20.795,48.089
21.4332,20.959,47.712
21.4542,20.112,49.721
21.4743,23.243,43.023
21.4975,20.059,49.853
21.5176,21.719,46.044
21.5393,20.836,47.993
21.5601,20.312,49.232
21.5804,22.311,44.821
21.6028,21.512,46.486
21.6243,20.995,47.63
21.6453,19.935,50.162
21.6652,21.056,47.492
21.6863,21.955,45.547
21.7082,22.118,45.213
21.7303,20.619,48.498
21.7509,19.045,52.507
21.77,22.649,44.153
21.7926,23.348,42.83
21.816,22.216,45.012
21.8382,22.159,45.129
21.8604,20.536,48.695
21.8809,22.72,44.015
21.9036,21.887,45.69
21.9255,21.975,45.507
21.9475,20.286,49.296
21.9678,21.345,46.849
21.9891,20.186,49.54
22.0093,21.081,47.436
22.0304,22.55,44.346
22.0529,22.764,43.928
22.0757,20.218,49.461
22.0959,21.478,46.56
22.1174,52.148,19.176
22.1695,23.187,43.127
22.1927,21.537,46.431
22.2143,20.758,48.174
22.235,21.341,46.857
22.2564,20.848,47.966
22.2772,20.711,48.283
22.2979,18.446,54.213
22.3164,21.02,47.574
22.3374,20.831,48.005
22.3582,21.264,47.027
22.3795,20.33,49.188
22.3998,21.343,46.853
